datetime,branch,gender,age,nps,csi,loyalty,ces,registration,doctor_consultation,nurse_service,pharmacy_service,laboratory,emergency_response,billing_process,facility_cleanliness,staff_friendliness,waiting_time,improvement_feedback
2025-07-02 09:32:00,Always Healthy Hospital Malang,Male,39,4,4,4,4,3,4,4,4,4,4,3,4,4,3,service good
2025-07-19 09:21:00,Always Healthy Hospital Padang,Female,32,4,4,4,4,3,4,3,3,4,3,3,4,4,3,service good
2025-07-22 22:49:00,Always Healthy Hospital Jakarta,Male,31,10,4,4,4,4,4,4,4,3,4,4,4,4,3,service good
2025-07-11 18:12:00,Always Healthy Hospital Bandung,Female,36,1,3,4,4,3,4,4,4,4,4,4,3,3,3,service good
2025-07-18 10:04:00,Always Healthy Hospital Makassar,Male,60,8,4,5,5,4,5,5,4,3,4,4,4,5,4,service good
2025-07-27 02:36:00,Always Healthy Hospital Semarang,Female,35,2,3,3,3,4,3,3,3,4,4,3,4,3,3,service good
2025-07-14 13:40:00,Always Healthy Hospital Makassar,Male,54,9,4,4,4,4,3,4,4,4,4,4,4,5,4,service good
2025-07-09 22:10:00,Always Healthy Hospital Jakarta,Female,29,8,4,4,5,5,4,5,5,4,4,4,3,5,4,service good
2025-07-05 19:35:00,Always Healthy Hospital Batam,Male,59,9,4,4,4,4,4,4,3,5,3,4,5,3,4,service good
2025-07-07 17:45:00,Always Healthy Hospital Bogor,Female,39,4,4,4,3,4,4,3,4,5,4,3,4,3,4,service good
2025-07-23 12:36:00,Always Healthy Hospital Makassar,Male,22,10,4,4,4,3,4,4,3,4,3,4,4,4,4,service good
2025-07-12 16:28:00,Always Healthy Hospital Tangerang,Female,32,2,4,3,3,4,3,4,3,3,3,4,5,3,3,service good
2025-07-30 07:51:00,Always Healthy Hospital Bekasi,Male,32,3,3,4,4,4,4,3,4,4,4,3,2,4,3,improve Facility Cleanliness
2025-07-01 05:46:00,Always Healthy Hospital Yogyakarta,Female,51,6,4,3,4,3,5,3,3,3,4,3,3,3,4,service good
2025-07-18 05:32:00,Always Healthy Hospital Padang,Male,35,6,4,4,4,4,4,4,5,3,4,4,4,4,3,service good
2025-07-29 11:10:00,Always Healthy Hospital Bandung,Female,34,9,4,4,4,4,4,4,4,3,4,4,4,4,3,service good
2025-07-01 08:50:00,Always Healthy Hospital Semarang,Male,53,10,4,4,3,3,3,4,3,4,3,3,4,4,3,service good
2025-07-29 09:37:00,Always Healthy Hospital Semarang,Female,30,9,4,4,4,5,4,4,4,4,5,4,4,5,4,service good
2025-07-11 06:35:00,Always Healthy Hospital Bandung,Male,27,7,4,4,3,3,3,4,5,4,4,3,4,4,3,service good
2025-07-05 02:44:00,Always Healthy Hospital Manado,Female,60,10,4,4,4,4,4,5,5,4,5,3,4,3,4,service good
2025-07-09 22:09:00,Always Healthy Hospital Batam,Male,24,9,4,4,4,4,5,4,4,5,5,5,3,5,4,service good
2025-07-19 06:59:00,Always Healthy Hospital Bekasi,Female,62,9,4,4,4,4,4,4,4,4,4,4,5,3,3,service good
2025-07-14 15:07:00,Always Healthy Hospital Makassar,Male,32,3,4,4,4,4,3,4,4,3,5,4,4,4,4,service good
2025-07-18 04:19:00,Always Healthy Hospital Bogor,Female,25,10,4,4,4,4,4,5,5,4,5,4,4,4,3,service good
2025-07-29 03:00:00,Always Healthy Hospital Batam,Male,40,10,4,4,4,4,4,4,4,5,5,5,5,5,4,service good
2025-07-17 16:56:00,Always Healthy Hospital Batam,Female,30,10,4,3,4,3,3,4,4,4,5,3,4,3,4,service good
2025-07-19 16:38:00,Always Healthy Hospital Yogyakarta,Male,29,7,4,3,3,5,4,3,4,4,4,4,3,4,3,service good
2025-07-04 15:55:00,Always Healthy Hospital Malang,Female,50,4,4,4,4,3,3,4,4,4,4,4,3,5,3,service good
2025-07-14 23:28:00,Always Healthy Hospital Balikpapan,Male,42,10,3,4,3,3,3,4,4,3,3,2,3,4,4,improve Billing Process
2025-07-30 20:27:00,Always Healthy Hospital Denpasar,Female,49,9,4,4,3,4,5,4,5,4,3,4,3,4,4,service good
2025-07-04 21:31:00,Always Healthy Hospital Balikpapan,Male,43,9,4,4,3,4,4,4,3,4,4,4,3,3,3,service good
2025-07-21 18:40:00,Always Healthy Hospital Malang,Female,52,8,3,3,3,5,2,2,4,4,4,4,3,4,3,"improve Doctor Consultation, Nurse Service"
2025-07-21 07:06:00,Always Healthy Hospital Banjarmasin,Male,24,10,4,4,5,4,5,4,4,5,4,4,4,4,4,service good
2025-07-27 21:11:00,Always Healthy Hospital Surabaya,Female,29,9,3,3,3,3,3,4,4,3,4,3,3,4,3,service good
2025-07-27 13:48:00,Always Healthy Hospital Surabaya,Male,65,8,4,4,4,4,4,4,4,4,4,4,3,4,4,service good
2025-07-08 13:36:00,Always Healthy Hospital Bandung,Female,47,7,4,4,4,4,3,4,4,3,4,3,4,3,4,service good
2025-07-19 23:18:00,Always Healthy Hospital Makassar,Male,36,9,3,2,4,3,2,4,3,3,3,3,4,2,3,"improve Doctor Consultation, Staff Friendliness"
2025-07-02 04:00:00,Always Healthy Hospital Bogor,Female,61,8,4,5,5,5,5,5,5,5,4,4,5,5,4,service good
2025-07-21 18:09:00,Always Healthy Hospital Padang,Male,61,5,3,3,4,5,4,3,4,4,3,4,4,4,4,service good
2025-07-10 15:10:00,Always Healthy Hospital Yogyakarta,Female,42,9,3,4,3,3,3,4,3,3,3,3,3,3,3,service good
2025-07-04 11:26:00,Always Healthy Hospital Bogor,Male,28,7,4,3,3,3,4,4,4,4,4,3,3,3,3,service good
2025-07-14 19:26:00,Always Healthy Hospital Makassar,Female,45,4,4,4,4,3,5,5,4,5,4,4,5,5,4,service good
2025-07-05 01:37:00,Always Healthy Hospital Depok,Male,44,8,3,3,4,4,4,3,4,3,4,3,3,3,3,service good
2025-07-16 03:00:00,Always Healthy Hospital Surabaya,Female,39,4,4,4,4,4,4,4,4,4,4,4,4,4,4,service good
2025-07-23 00:25:00,Always Healthy Hospital Yogyakarta,Male,22,9,4,4,4,4,4,4,4,5,4,3,4,4,4,service good
2025-07-12 19:27:00,Always Healthy Hospital Banjarmasin,Female,36,7,4,4,4,4,5,4,4,4,5,4,5,4,4,service good
2025-07-17 17:27:00,Always Healthy Hospital Surabaya,Male,34,10,4,5,4,3,5,5,4,5,4,4,5,4,3,service good
2025-07-19 10:43:00,Always Healthy Hospital Batam,Female,63,8,4,4,4,5,5,5,4,3,4,4,4,4,4,service good
2025-07-26 23:45:00,Always Healthy Hospital Batam,Male,34,10,4,4,4,4,4,4,5,4,4,4,5,5,4,service good
2025-07-25 02:58:00,Always Healthy Hospital Palembang,Female,27,7,3,5,4,3,3,4,3,3,3,3,4,3,4,service good
2025-07-11 05:01:00,Always Healthy Hospital Pekanbaru,Male,42,8,4,3,4,3,3,3,3,3,3,4,4,4,5,service good
2025-07-14 08:09:00,Always Healthy Hospital Depok,Female,29,9,4,5,5,4,4,4,5,5,4,4,5,4,5,service good
2025-07-21 18:37:00,Always Healthy Hospital Jakarta,Male,45,1,4,4,3,4,3,2,3,3,3,4,3,3,3,improve Nurse Service
2025-07-11 16:42:00,Always Healthy Hospital Padang,Female,39,10,3,3,3,4,4,4,3,4,3,3,4,4,3,service good
2025-07-09 21:18:00,Always Healthy Hospital Manado,Male,25,3,4,4,5,3,4,5,3,5,5,3,4,4,4,service good
2025-07-13 01:59:00,Always Healthy Hospital Palembang,Female,41,1,4,5,4,4,4,4,5,4,5,4,4,4,5,service good
2025-07-19 17:36:00,Always Healthy Hospital Bogor,Male,44,2,3,3,4,2,3,4,3,3,4,3,3,4,3,improve Registration
2025-07-26 16:15:00,Always Healthy Hospital Batam,Female,51,2,4,4,4,4,4,4,3,4,4,3,4,4,3,service good
2025-07-08 18:06:00,Always Healthy Hospital Malang,Male,53,10,4,4,4,5,4,4,4,4,4,4,5,4,4,service good
2025-07-14 23:31:00,Always Healthy Hospital Semarang,Female,38,4,4,3,4,3,3,3,3,4,4,3,3,3,4,service good
2025-07-31 08:43:00,Always Healthy Hospital Manado,Male,28,10,5,4,5,5,4,4,4,5,5,4,4,5,5,service good
2025-07-29 02:06:00,Always Healthy Hospital Makassar,Female,41,10,4,3,3,4,4,4,4,4,4,3,4,5,3,service good
2025-07-26 21:57:00,Always Healthy Hospital Makassar,Male,57,10,4,4,4,4,4,3,5,4,3,3,4,4,4,service good
2025-07-21 11:19:00,Always Healthy Hospital Banjarmasin,Female,28,9,4,4,4,4,5,3,5,4,4,3,4,4,3,service good
2025-07-24 21:26:00,Always Healthy Hospital Makassar,Male,49,5,4,3,4,3,4,5,4,4,4,4,4,4,3,service good
2025-07-16 12:20:00,Always Healthy Hospital Semarang,Female,59,5,4,4,4,3,4,4,4,4,5,4,3,4,4,service good
2025-07-13 11:53:00,Always Healthy Hospital Jakarta,Male,60,9,4,3,4,3,3,3,4,3,3,3,5,4,3,service good
2025-07-15 14:52:00,Always Healthy Hospital Palembang,Female,29,9,4,4,3,4,3,3,4,3,5,3,4,4,4,service good
2025-07-10 00:45:00,Always Healthy Hospital Pekanbaru,Male,63,9,4,4,4,3,4,3,4,4,5,4,4,4,3,service good
2025-07-23 09:39:00,Always Healthy Hospital Makassar,Female,33,10,4,4,4,4,4,4,3,4,4,3,4,3,3,service good
2025-07-01 07:17:00,Always Healthy Hospital Tangerang,Male,65,5,4,4,5,4,4,3,4,4,3,4,5,5,5,service good
2025-07-28 12:52:00,Always Healthy Hospital Balikpapan,Female,43,5,4,4,4,4,4,4,4,5,4,4,5,3,4,service good
2025-07-03 12:30:00,Always Healthy Hospital Malang,Male,29,10,4,4,3,4,4,4,3,3,3,3,4,3,4,service good
2025-07-05 13:03:00,Always Healthy Hospital Malang,Female,22,9,4,4,4,4,3,5,5,4,4,3,4,5,4,service good
2025-07-12 19:08:00,Always Healthy Hospital Balikpapan,Male,49,7,3,4,3,4,2,4,3,4,4,3,3,3,3,improve Doctor Consultation
2025-07-03 17:21:00,Always Healthy Hospital Yogyakarta,Female,49,7,4,4,4,5,5,4,3,3,3,4,5,3,4,service good
2025-07-04 02:36:00,Always Healthy Hospital Bekasi,Male,65,2,3,4,4,4,4,4,4,4,4,4,4,4,3,service good
2025-07-01 13:41:00,Always Healthy Hospital Padang,Female,52,10,4,3,4,3,4,3,4,4,4,3,3,3,4,service good
2025-07-07 19:50:00,Always Healthy Hospital Padang,Male,33,9,4,4,4,4,4,4,4,5,4,4,4,4,4,service good
2025-07-04 06:29:00,Always Healthy Hospital Depok,Female,48,9,4,5,4,4,4,4,4,4,5,3,4,5,3,service good
2025-07-26 03:30:00,Always Healthy Hospital Makassar,Male,30,9,4,4,5,5,5,4,5,4,5,4,5,5,5,service good
2025-07-19 19:42:00,Always Healthy Hospital Balikpapan,Female,53,7,5,5,4,3,4,4,5,4,5,3,4,5,4,service good
2025-07-21 12:40:00,Always Healthy Hospital Palembang,Male,55,9,3,3,4,4,2,4,3,3,4,4,3,3,4,improve Doctor Consultation
2025-07-25 17:37:00,Always Healthy Hospital Malang,Female,64,7,3,3,3,3,4,4,3,3,3,3,4,3,4,service good
2025-07-25 05:06:00,Always Healthy Hospital Semarang,Male,65,8,4,4,3,4,3,4,4,4,3,4,3,4,4,service good
2025-07-17 06:57:00,Always Healthy Hospital Surabaya,Female,65,9,4,4,4,3,4,3,4,4,4,4,4,4,4,service good
2025-07-30 02:20:00,Always Healthy Hospital Palembang,Male,59,3,3,4,4,4,4,3,4,4,4,4,4,3,4,service good
2025-07-21 08:31:00,Always Healthy Hospital Makassar,Female,22,8,4,4,4,5,4,4,5,4,5,3,4,4,4,service good
2025-07-06 12:29:00,Always Healthy Hospital Palembang,Male,57,7,4,3,3,4,3,4,3,3,3,4,3,4,4,service good
2025-07-05 13:01:00,Always Healthy Hospital Yogyakarta,Female,30,10,3,3,3,3,2,3,3,3,3,3,3,3,3,improve Doctor Consultation
2025-07-04 18:13:00,Always Healthy Hospital Bekasi,Male,34,9,3,4,4,4,5,4,5,4,4,4,3,3,4,service good
2025-07-24 01:38:00,Always Healthy Hospital Medan,Female,42,9,4,3,4,3,3,4,4,4,3,3,5,4,3,service good
2025-07-27 06:11:00,Always Healthy Hospital Manado,Male,54,7,4,5,4,4,4,4,3,4,4,4,4,4,3,service good
2025-07-14 21:01:00,Always Healthy Hospital Bandung,Female,34,7,5,4,5,5,5,4,4,5,5,4,5,5,4,service good
2025-07-03 23:34:00,Always Healthy Hospital Palembang,Male,61,10,3,4,4,3,4,3,3,3,4,3,4,3,3,service good
2025-07-19 16:30:00,Always Healthy Hospital Palembang,Female,36,10,3,4,3,4,4,4,4,3,4,3,4,5,4,service good
2025-07-17 00:40:00,Always Healthy Hospital Depok,Male,42,9,4,5,4,4,4,4,4,4,3,3,3,4,3,service good
2025-07-14 07:44:00,Always Healthy Hospital Yogyakarta,Female,54,0,3,3,3,2,3,3,4,3,3,3,3,3,2,"improve Registration, Waiting Time"
2025-07-23 05:42:00,Always Healthy Hospital Depok,Male,62,10,4,4,3,4,4,4,4,3,4,3,4,4,3,service good
2025-07-03 01:00:00,Always Healthy Hospital Banjarmasin,Female,43,9,5,5,5,5,5,5,5,5,4,4,4,4,4,service good
2025-07-26 01:33:00,Always Healthy Hospital Batam,Male,61,10,4,4,4,5,5,4,4,5,5,4,3,4,4,service good
2025-07-24 15:27:00,Always Healthy Hospital Banjarmasin,Female,45,9,4,4,4,4,5,4,3,4,4,3,5,4,4,service good
2025-07-30 12:36:00,Always Healthy Hospital Malang,Male,56,9,4,4,5,4,5,5,4,5,4,3,4,4,4,service good
2025-07-05 23:39:00,Always Healthy Hospital Bandung,Female,30,6,4,4,4,4,4,3,4,5,3,4,4,3,4,service good
2025-07-24 11:35:00,Always Healthy Hospital Padang,Male,59,7,4,3,4,4,3,3,4,3,4,3,3,4,3,service good
2025-07-26 01:08:00,Always Healthy Hospital Medan,Female,48,10,5,5,5,5,4,5,4,5,5,3,5,4,4,service good
2025-07-21 12:07:00,Always Healthy Hospital Padang,Male,48,4,4,2,3,5,4,4,3,4,3,3,4,3,4,service good
2025-07-19 17:00:00,Always Healthy Hospital Medan,Female,26,8,4,3,4,4,3,3,4,4,4,3,4,4,3,service good
2025-07-10 16:05:00,Always Healthy Hospital Malang,Male,43,7,4,3,4,4,4,4,4,4,3,4,3,4,3,service good
2025-07-16 13:48:00,Always Healthy Hospital Semarang,Female,47,9,4,4,4,4,5,3,3,5,4,4,4,4,4,service good
2025-07-11 01:36:00,Always Healthy Hospital Jakarta,Male,42,4,4,4,4,4,4,5,5,5,4,5,4,4,5,service good
2025-07-29 13:08:00,Always Healthy Hospital Manado,Female,33,9,3,3,4,4,4,4,3,4,3,3,3,4,4,service good
2025-07-27 11:28:00,Always Healthy Hospital Manado,Male,48,9,4,4,3,3,4,4,4,5,3,4,4,4,3,service good
2025-07-13 00:19:00,Always Healthy Hospital Manado,Female,36,9,4,4,4,4,4,5,5,3,5,4,4,4,3,service good
2025-07-14 16:53:00,Always Healthy Hospital Bekasi,Male,62,7,4,4,4,4,3,4,5,4,5,4,4,4,3,service good
2025-07-05 13:49:00,Always Healthy Hospital Semarang,Female,45,9,4,4,4,3,4,4,4,4,4,4,3,3,4,service good
2025-07-04 05:31:00,Always Healthy Hospital Malang,Male,65,9,4,4,3,4,4,3,3,3,3,2,3,3,3,improve Billing Process
2025-07-21 18:22:00,Always Healthy Hospital Banjarmasin,Female,55,3,3,3,3,3,4,3,3,3,4,3,3,4,3,service good
2025-07-01 05:00:00,Always Healthy Hospital Tangerang,Male,52,1,3,4,4,3,3,4,3,4,4,3,3,4,4,service good
2025-07-10 22:16:00,Always Healthy Hospital Yogyakarta,Female,21,10,4,4,4,4,5,4,5,4,5,4,5,5,4,service good
2025-07-21 20:59:00,Always Healthy Hospital Semarang,Male,50,10,4,4,4,4,3,4,4,4,4,3,3,4,3,service good
2025-07-13 09:09:00,Always Healthy Hospital Bekasi,Female,56,1,4,5,5,4,4,5,3,4,4,4,4,4,4,service good
2025-07-08 23:46:00,Always Healthy Hospital Banjarmasin,Male,25,7,4,4,4,4,4,4,4,5,4,3,3,4,4,service good
2025-07-15 13:19:00,Always Healthy Hospital Banjarmasin,Female,29,2,3,4,4,3,3,4,4,4,4,3,4,3,4,service good
2025-07-27 10:14:00,Always Healthy Hospital Pekanbaru,Male,27,0,3,4,4,4,4,4,4,3,4,3,4,4,3,service good
2025-07-26 23:31:00,Always Healthy Hospital Malang,Female,33,0,4,4,5,4,4,3,4,4,4,4,3,4,4,service good
2025-07-23 04:04:00,Always Healthy Hospital Bekasi,Male,51,9,4,5,4,4,3,4,5,4,3,4,4,5,3,service good
2025-07-09 02:28:00,Always Healthy Hospital Denpasar,Female,56,6,4,3,3,4,4,4,3,4,5,4,4,4,4,service good
2025-07-06 20:49:00,Always Healthy Hospital Bogor,Male,51,9,5,4,4,4,3,4,3,5,4,4,4,4,3,service good
2025-07-24 08:05:00,Always Healthy Hospital Depok,Female,39,9,3,4,3,3,3,4,3,3,4,3,3,3,3,service good
2025-07-01 10:02:00,Always Healthy Hospital Depok,Male,45,9,3,3,3,3,3,4,4,3,3,4,3,3,3,service good
2025-07-07 20:55:00,Always Healthy Hospital Malang,Female,26,9,4,4,4,4,3,4,3,4,4,3,4,4,3,service good
2025-07-24 17:33:00,Always Healthy Hospital Palembang,Male,30,10,4,4,3,3,4,3,4,3,4,4,4,4,4,service good
2025-07-24 11:14:00,Always Healthy Hospital Yogyakarta,Female,64,2,4,4,4,5,4,3,5,5,4,4,4,3,3,service good
2025-07-06 20:10:00,Always Healthy Hospital Malang,Male,51,10,4,4,4,4,3,3,4,5,4,4,4,5,4,service good
2025-07-19 06:18:00,Always Healthy Hospital Bekasi,Female,58,0,3,4,2,4,3,3,3,3,2,3,3,2,4,"improve Emergency Response, Staff Friendliness"
2025-07-20 13:06:00,Always Healthy Hospital Manado,Male,60,10,4,3,4,4,4,4,4,4,4,4,4,3,4,service good
2025-07-26 10:31:00,Always Healthy Hospital Malang,Female,47,10,3,4,3,4,3,3,4,3,3,3,3,3,3,service good
2025-07-01 18:43:00,Always Healthy Hospital Denpasar,Male,33,10,4,4,3,4,3,4,4,4,5,3,3,3,4,service good
2025-07-08 20:08:00,Always Healthy Hospital Jakarta,Female,60,1,3,4,3,3,4,3,3,4,5,3,4,3,3,service good
2025-07-18 16:42:00,Always Healthy Hospital Balikpapan,Male,29,3,3,3,4,5,4,4,5,3,5,4,4,3,4,service good
2025-07-07 04:10:00,Always Healthy Hospital Yogyakarta,Female,50,7,4,4,4,4,4,4,4,4,3,3,4,4,4,service good
2025-07-12 20:08:00,Always Healthy Hospital Surabaya,Male,58,10,4,4,4,4,4,4,4,4,4,4,4,3,3,service good
2025-07-14 19:28:00,Always Healthy Hospital Batam,Female,21,10,4,4,4,4,4,4,4,5,4,4,4,4,4,service good
2025-07-06 12:50:00,Always Healthy Hospital Bogor,Male,63,9,5,4,4,4,4,4,5,5,5,3,4,4,4,service good
2025-07-05 00:15:00,Always Healthy Hospital Banjarmasin,Female,52,7,4,4,3,5,3,3,4,3,4,4,4,4,4,service good
2025-07-03 03:05:00,Always Healthy Hospital Banjarmasin,Male,23,7,4,4,3,3,3,2,4,3,3,2,3,4,3,"improve Nurse Service, Billing Process"
2025-07-21 08:14:00,Always Healthy Hospital Surabaya,Female,46,1,3,4,3,3,3,4,4,3,4,3,4,3,4,service good
2025-07-20 11:34:00,Always Healthy Hospital Jakarta,Male,22,9,4,5,5,4,4,4,4,4,5,5,4,4,4,service good
2025-07-13 16:50:00,Always Healthy Hospital Manado,Female,56,7,4,4,4,3,4,4,4,3,4,4,3,4,3,service good
2025-07-11 17:05:00,Always Healthy Hospital Malang,Male,42,7,3,4,3,4,3,3,4,4,3,3,3,3,2,improve Waiting Time
2025-07-18 09:16:00,Always Healthy Hospital Banjarmasin,Female,39,9,4,3,4,4,4,4,4,4,4,3,4,3,4,service good
2025-07-14 18:31:00,Always Healthy Hospital Bogor,Male,26,9,5,4,3,5,4,4,4,4,3,4,3,4,4,service good
2025-07-13 05:46:00,Always Healthy Hospital Bekasi,Female,46,7,3,3,3,3,4,4,3,3,3,3,3,3,2,improve Waiting Time
2025-07-25 12:47:00,Always Healthy Hospital Padang,Male,36,5,4,4,4,3,4,4,4,4,3,4,4,5,4,service good
2025-07-12 15:41:00,Always Healthy Hospital Pekanbaru,Female,61,10,5,4,5,5,4,5,4,4,4,4,4,5,3,service good
2025-07-25 00:32:00,Always Healthy Hospital Makassar,Male,22,0,4,4,4,5,4,5,5,4,4,4,4,5,3,service good
2025-07-08 02:23:00,Always Healthy Hospital Makassar,Female,63,10,4,4,4,4,4,5,4,4,4,4,4,4,4,service good
2025-07-13 19:25:00,Always Healthy Hospital Depok,Male,30,10,4,4,4,4,5,4,3,5,4,4,5,4,4,service good
2025-07-07 05:45:00,Always Healthy Hospital Bekasi,Female,31,3,4,4,4,4,4,3,4,4,4,3,4,4,4,service good
2025-07-07 20:34:00,Always Healthy Hospital Balikpapan,Male,21,9,4,4,4,3,5,5,5,5,5,4,5,4,4,service good
2025-07-05 04:37:00,Always Healthy Hospital Jakarta,Female,55,7,3,3,3,4,4,4,3,4,3,3,3,3,3,service good
2025-07-16 12:23:00,Always Healthy Hospital Balikpapan,Male,63,7,4,4,5,5,5,5,5,4,5,3,4,4,4,service good
2025-07-14 13:59:00,Always Healthy Hospital Surabaya,Female,58,10,3,4,4,3,4,4,4,4,4,4,4,4,4,service good
2025-07-20 10:47:00,Always Healthy Hospital Yogyakarta,Male,30,9,4,5,4,4,4,4,4,5,5,4,5,5,4,service good
2025-07-12 09:10:00,Always Healthy Hospital Yogyakarta,Female,24,7,5,4,5,4,4,4,5,4,4,4,3,3,4,service good
2025-07-19 12:21:00,Always Healthy Hospital Banjarmasin,Male,47,7,5,4,4,4,4,4,3,3,3,5,5,5,3,service good
2025-07-03 19:49:00,Always Healthy Hospital Batam,Female,33,0,4,4,4,5,3,4,4,4,3,4,3,5,3,service good
2025-07-04 04:51:00,Always Healthy Hospital Bandung,Male,23,7,4,4,5,5,5,5,5,5,5,4,4,4,4,service good
2025-07-16 00:51:00,Always Healthy Hospital Tangerang,Female,49,7,4,4,3,4,4,4,5,4,4,3,4,5,4,service good
2025-07-17 07:22:00,Always Healthy Hospital Tangerang,Male,23,9,3,3,3,4,3,3,3,4,3,3,4,4,3,service good
2025-07-31 08:10:00,Always Healthy Hospital Palembang,Female,25,9,5,4,5,4,5,5,5,4,5,4,4,4,4,service good
2025-07-13 17:50:00,Always Healthy Hospital Bandung,Male,60,7,4,4,3,4,3,3,3,3,4,3,4,3,3,service good
2025-07-05 07:08:00,Always Healthy Hospital Denpasar,Female,61,10,4,4,4,4,4,3,3,4,4,5,4,5,3,service good
2025-07-25 20:20:00,Always Healthy Hospital Denpasar,Male,47,9,4,3,4,4,3,4,4,4,4,3,4,3,3,service good
2025-07-31 20:02:00,Always Healthy Hospital Surabaya,Female,29,5,4,4,4,4,3,4,3,4,4,4,4,4,4,service good
2025-07-23 06:36:00,Always Healthy Hospital Pekanbaru,Male,54,10,3,3,4,3,4,3,3,3,3,3,3,3,3,service good
2025-07-17 20:50:00,Always Healthy Hospital Palembang,Female,50,6,4,4,4,4,4,4,4,4,5,4,5,3,4,service good
2025-07-05 06:51:00,Always Healthy Hospital Denpasar,Male,25,6,4,4,3,4,3,3,4,5,5,3,3,4,3,service good
2025-07-12 20:52:00,Always Healthy Hospital Bandung,Female,43,7,4,3,5,4,5,4,5,4,4,4,4,4,4,service good
2025-07-30 08:28:00,Always Healthy Hospital Jakarta,Male,60,9,4,4,4,3,4,2,3,3,3,3,3,4,3,improve Nurse Service
2025-07-05 14:17:00,Always Healthy Hospital Malang,Female,60,9,4,5,4,4,5,3,4,5,4,4,5,3,4,service good
2025-07-15 23:20:00,Always Healthy Hospital Tangerang,Male,58,5,4,4,4,4,4,3,3,4,3,3,3,4,3,service good
2025-07-24 00:40:00,Always Healthy Hospital Makassar,Female,63,9,5,4,5,5,5,4,5,4,5,5,5,5,5,service good
2025-07-06 00:59:00,Always Healthy Hospital Pekanbaru,Male,43,6,3,3,3,4,3,2,2,2,3,3,4,4,3,"improve Nurse Service, Pharmacy Service, Laboratory"
2025-07-25 17:07:00,Always Healthy Hospital Padang,Female,52,9,4,3,4,4,4,4,5,4,4,4,3,3,3,service good
2025-07-26 18:23:00,Always Healthy Hospital Bogor,Male,51,9,4,4,3,4,4,4,3,3,4,4,4,3,2,improve Waiting Time
2025-07-21 23:49:00,Always Healthy Hospital Tangerang,Female,34,9,4,4,4,4,5,4,4,4,4,4,4,5,4,service good
2025-07-18 08:33:00,Always Healthy Hospital Tangerang,Male,54,5,4,4,4,4,3,3,4,4,4,4,4,4,4,service good
2025-07-08 20:07:00,Always Healthy Hospital Jakarta,Female,26,3,3,4,3,3,3,4,3,4,4,3,4,4,3,service good
2025-07-09 22:27:00,Always Healthy Hospital Malang,Male,46,9,4,4,4,4,3,3,4,3,3,3,3,3,4,service good
2025-07-28 15:57:00,Always Healthy Hospital Pekanbaru,Female,48,9,4,4,4,5,4,3,4,4,4,4,5,3,3,service good
2025-07-20 04:24:00,Always Healthy Hospital Yogyakarta,Male,49,7,4,5,5,4,5,4,3,4,4,4,4,4,4,service good
2025-07-23 12:21:00,Always Healthy Hospital Banjarmasin,Female,31,9,4,4,4,4,5,3,3,3,3,4,5,3,4,service good
2025-07-28 10:58:00,Always Healthy Hospital Balikpapan,Male,58,8,4,4,4,4,4,4,5,4,4,4,5,4,4,service good
2025-07-31 05:14:00,Always Healthy Hospital Tangerang,Female,27,10,4,4,4,3,4,4,4,4,4,4,4,3,3,service good
2025-07-16 15:59:00,Always Healthy Hospital Bogor,Male,51,10,4,4,4,4,4,4,5,4,4,4,4,4,4,service good
2025-07-27 15:41:00,Always Healthy Hospital Batam,Female,52,9,4,4,4,5,4,4,4,5,5,4,4,3,3,service good
2025-07-16 09:26:00,Always Healthy Hospital Yogyakarta,Male,56,9,4,4,4,4,4,4,4,5,4,4,4,5,3,service good
2025-07-07 01:24:00,Always Healthy Hospital Jakarta,Female,25,2,4,4,3,4,4,5,4,3,4,3,4,3,4,service good
2025-07-19 19:30:00,Always Healthy Hospital Malang,Male,27,6,4,4,4,4,5,4,4,4,4,4,4,4,3,service good
2025-07-28 18:01:00,Always Healthy Hospital Banjarmasin,Female,51,7,4,4,4,3,4,4,4,4,4,4,5,4,3,service good
2025-07-20 05:56:00,Always Healthy Hospital Surabaya,Male,29,8,4,4,5,5,3,4,5,5,4,5,5,4,3,service good
2025-07-04 21:31:00,Always Healthy Hospital Manado,Female,26,8,4,4,4,5,4,4,4,3,4,3,3,3,4,service good
2025-07-03 17:20:00,Always Healthy Hospital Medan,Male,40,7,4,3,4,4,3,4,3,4,4,4,4,3,4,service good
2025-07-13 17:07:00,Always Healthy Hospital Manado,Female,23,9,4,5,4,4,5,4,3,4,3,4,5,4,4,service good
2025-07-26 09:10:00,Always Healthy Hospital Palembang,Male,59,1,3,4,4,3,4,4,5,4,3,3,3,5,4,service good
2025-07-17 23:17:00,Always Healthy Hospital Malang,Female,56,8,5,4,4,4,5,4,4,5,5,4,3,5,4,service good
2025-07-07 20:37:00,Always Healthy Hospital Malang,Male,24,7,4,4,5,4,4,3,5,4,4,3,3,4,4,service good
2025-07-08 06:40:00,Always Healthy Hospital Bekasi,Female,33,9,4,4,3,4,4,3,4,3,4,4,4,4,4,service good
2025-07-31 08:50:00,Always Healthy Hospital Banjarmasin,Male,61,10,5,5,4,5,4,4,4,5,5,4,5,5,4,service good
2025-07-20 11:46:00,Always Healthy Hospital Bandung,Female,52,9,4,3,4,3,4,4,4,3,4,3,3,4,3,service good
