Datetime,Branch,Gender,Age,NPS,CSI,Loyalty,CES,Registration,Doctor Consultation,Nurse Service,Pharmacy Service,Laboratory,Emergency Response,Billing Process,Facility Cleanliness,Staff Friendliness,Waiting Time,Improvement_Feedback
05/07/2025 19.35,Always Healthy Hospital Batam,Male,59,9,4,4,4,4,4,4,3,5,3,4,5,3,4,service good
07/07/2025 17.45,Always Healthy Hospital Bogor,Female,39,4,4,4,3,4,4,3,4,5,4,3,4,3,4,service good
23/07/2025 12.36,Always Healthy Hospital Makassar,Male,22,10,4,4,4,3,4,4,3,4,3,4,4,4,4,service good
12/07/2025 16.28,Always Healthy Hospital Tangerang,Female,32,2,4,3,3,4,3,4,3,3,3,4,5,3,3,service good
30/07/2025 07.51,Always Healthy Hospital Bekasi,Male,32,3,3,4,4,4,4,3,4,4,4,3,2,4,3,improve Facility Cleanliness
01/07/2025 05.46,Always Healthy Hospital Yogyakarta,Female,51,6,4,3,4,3,5,3,3,3,4,3,3,3,4,service good
18/07/2025 05.32,Always Healthy Hospital Padang,Male,35,6,4,4,4,4,4,4,5,3,4,4,4,4,3,service good
29/07/2025 11.10,Always Healthy Hospital Bandung,Female,34,9,4,4,4,4,4,4,4,3,4,4,4,4,3,service good
01/07/2025 08.50,Always Healthy Hospital Semarang,Male,53,10,4,4,3,3,3,4,3,4,3,3,4,4,3,service good
29/07/2025 09.37,Always Healthy Hospital Semarang,Female,30,9,4,4,4,5,4,4,4,4,5,4,4,5,4,service good
11/07/2025 06.35,Always Healthy Hospital Bandung,Male,27,7,4,4,3,3,3,4,5,4,4,3,4,4,3,service good
05/07/2025 02.44,Always Healthy Hospital Manado,Female,60,10,4,4,4,4,4,5,5,4,5,3,4,3,4,service good
09/07/2025 22.09,Always Healthy Hospital Batam,Male,24,9,4,4,4,4,5,4,4,5,5,5,3,5,4,service good
19/07/2025 06.59,Always Healthy Hospital Bekasi,Female,62,9,4,4,4,4,4,4,4,4,4,4,5,3,3,service good
14/07/2025 15.07,Always Healthy Hospital Makassar,Male,32,3,4,4,4,4,3,4,4,3,5,4,4,4,4,service good
18/07/2025 04.19,Always Healthy Hospital Bogor,Female,25,10,4,4,4,4,4,5,5,4,5,4,4,4,3,service good
29/07/2025 03.00,Always Healthy Hospital Batam,Male,40,10,4,4,4,4,4,4,4,5,5,5,5,5,4,service good
17/07/2025 16.56,Always Healthy Hospital Batam,Female,30,10,4,3,4,3,3,4,4,4,5,3,4,3,4,service good
19/07/2025 16.38,Always Healthy Hospital Yogyakarta,Male,29,7,4,3,3,5,4,3,4,4,4,4,3,4,3,service good
04/07/2025 15.55,Always Healthy Hospital Malang,Female,50,4,4,4,4,3,3,4,4,4,4,4,3,5,3,service good
14/07/2025 23.28,Always Healthy Hospital Balikpapan,Male,42,10,3,4,3,3,3,4,4,3,3,2,3,4,4,improve Billing Process
30/07/2025 20.27,Always Healthy Hospital Denpasar,Female,49,9,4,4,3,4,5,4,5,4,3,4,3,4,4,service good
04/07/2025 21.31,Always Healthy Hospital Balikpapan,Male,43,9,4,4,3,4,4,4,3,4,4,4,3,3,3,service good
21/07/2025 18.40,Always Healthy Hospital Malang,Female,52,8,3,3,3,5,2,2,4,4,4,4,3,4,3,"improve Doctor Consultation, Nurse Service"
21/07/2025 07.06,Always Healthy Hospital Banjarmasin,Male,24,10,4,4,5,4,5,4,4,5,4,4,4,4,4,service good
27/07/2025 21.11,Always Healthy Hospital Surabaya,Female,29,9,3,3,3,3,3,4,4,3,4,3,3,4,3,service good
27/07/2025 13.48,Always Healthy Hospital Surabaya,Male,65,8,4,4,4,4,4,4,4,4,4,4,3,4,4,service good
08/07/2025 13.36,Always Healthy Hospital Bandung,Female,47,7,4,4,4,4,3,4,4,3,4,3,4,3,4,service good
19/07/2025 23.18,Always Healthy Hospital Makassar,Male,36,9,3,2,4,3,2,4,3,3,3,3,4,2,3,"improve Doctor Consultation, Staff Friendliness"
02/07/2025 04.00,Always Healthy Hospital Bogor,Female,61,8,4,5,5,5,5,5,5,5,4,4,5,5,4,service good
21/07/2025 18.09,Always Healthy Hospital Padang,Male,61,5,3,3,4,5,4,3,4,4,3,4,4,4,4,service good
10/07/2025 15.10,Always Healthy Hospital Yogyakarta,Female,42,9,3,4,3,3,3,4,3,3,3,3,3,3,3,service good
04/07/2025 11.26,Always Healthy Hospital Bogor,Male,28,7,4,3,3,3,4,4,4,4,4,3,3,3,3,service good
14/07/2025 19.26,Always Healthy Hospital Makassar,Female,45,4,4,4,4,3,5,5,4,5,4,4,5,5,4,service good
05/07/2025 01.37,Always Healthy Hospital Depok,Male,44,8,3,3,4,4,4,3,4,3,4,3,3,3,3,service good
16/07/2025 03.00,Always Healthy Hospital Surabaya,Female,39,4,4,4,4,4,4,4,4,4,4,4,4,4,4,service good
23/07/2025 00.25,Always Healthy Hospital Yogyakarta,Male,22,9,4,4,4,4,4,4,4,5,4,3,4,4,4,service good
12/07/2025 19.27,Always Healthy Hospital Banjarmasin,Female,36,7,4,4,4,4,5,4,4,4,5,4,5,4,4,service good
17/07/2025 17.27,Always Healthy Hospital Surabaya,Male,34,10,4,5,4,3,5,5,4,5,4,4,5,4,3,service good
19/07/2025 10.43,Always Healthy Hospital Batam,Female,63,8,4,4,4,5,5,5,4,3,4,4,4,4,4,service good
26/07/2025 23.45,Always Healthy Hospital Batam,Male,34,10,4,4,4,4,4,4,5,4,4,4,5,5,4,service good
25/07/2025 02.58,Always Healthy Hospital Palembang,Female,27,7,3,5,4,3,3,4,3,3,3,3,4,3,4,service good
11/07/2025 05.01,Always Healthy Hospital Pekanbaru,Male,42,8,4,3,4,3,3,3,3,3,3,4,4,4,5,service good
14/07/2025 08.09,Always Healthy Hospital Depok,Female,29,9,4,5,5,4,4,4,5,5,4,4,5,4,5,service good
21/07/2025 18.37,Always Healthy Hospital Jakarta,Male,45,1,4,4,3,4,3,2,3,3,3,4,3,3,3,improve Nurse Service
11/07/2025 16.42,Always Healthy Hospital Padang,Female,39,10,3,3,3,4,4,4,3,4,3,3,4,4,3,service good
09/07/2025 21.18,Always Healthy Hospital Manado,Male,25,3,4,4,5,3,4,5,3,5,5,3,4,4,4,service good
13/07/2025 01.59,Always Healthy Hospital Palembang,Female,41,1,4,5,4,4,4,4,5,4,5,4,4,4,5,service good
19/07/2025 17.36,Always Healthy Hospital Bogor,Male,44,2,3,3,4,2,3,4,3,3,4,3,3,4,3,improve Registration
26/07/2025 16.15,Always Healthy Hospital Batam,Female,51,2,4,4,4,4,4,4,3,4,4,3,4,4,3,service good
08/07/2025 18.06,Always Healthy Hospital Malang,Male,53,10,4,4,4,5,4,4,4,4,4,4,5,4,4,service good
14/07/2025 23.31,Always Healthy Hospital Semarang,Female,38,4,4,3,4,3,3,3,3,4,4,3,3,3,4,service good
31/07/2025 08.43,Always Healthy Hospital Manado,Male,28,10,5,4,5,5,4,4,4,5,5,4,4,5,5,service good
29/07/2025 02.06,Always Healthy Hospital Makassar,Female,41,10,4,3,3,4,4,4,4,4,4,3,4,5,3,service good
26/07/2025 21.57,Always Healthy Hospital Makassar,Male,57,10,4,4,4,4,4,3,5,4,3,3,4,4,4,service good
21/07/2025 11.19,Always Healthy Hospital Banjarmasin,Female,28,9,4,4,4,4,5,3,5,4,4,3,4,4,3,service good
24/07/2025 21.26,Always Healthy Hospital Makassar,Male,49,5,4,3,4,3,4,5,4,4,4,4,4,4,3,service good
16/07/2025 12.20,Always Healthy Hospital Semarang,Female,59,5,4,4,4,3,4,4,4,4,5,4,3,4,4,service good
13/07/2025 11.53,Always Healthy Hospital Jakarta,Male,60,9,4,3,4,3,3,3,4,3,3,3,5,4,3,service good
15/07/2025 14.52,Always Healthy Hospital Palembang,Female,29,9,4,4,3,4,3,3,4,3,5,3,4,4,4,service good
10/07/2025 00.45,Always Healthy Hospital Pekanbaru,Male,63,9,4,4,4,3,4,3,4,4,5,4,4,4,3,service good
23/07/2025 09.39,Always Healthy Hospital Makassar,Female,33,10,4,4,4,4,4,4,3,4,4,3,4,3,3,service good
01/07/2025 07.17,Always Healthy Hospital Tangerang,Male,65,5,4,4,5,4,4,3,4,4,3,4,5,5,5,service good
28/07/2025 12.52,Always Healthy Hospital Balikpapan,Female,43,5,4,4,4,4,4,4,4,5,4,4,5,3,4,service good
03/07/2025 12.30,Always Healthy Hospital Malang,Male,29,10,4,4,3,4,4,4,3,3,3,3,4,3,4,service good
05/07/2025 13.03,Always Healthy Hospital Malang,Female,22,9,4,4,4,4,3,5,5,4,4,3,4,5,4,service good
12/07/2025 19.08,Always Healthy Hospital Balikpapan,Male,49,7,3,4,3,4,2,4,3,4,4,3,3,3,3,improve Doctor Consultation
03/07/2025 17.21,Always Healthy Hospital Yogyakarta,Female,49,7,4,4,4,5,5,4,3,3,3,4,5,3,4,service good
04/07/2025 02.36,Always Healthy Hospital Bekasi,Male,65,2,3,4,4,4,4,4,4,4,4,4,4,4,3,service good
01/07/2025 13.41,Always Healthy Hospital Padang,Female,52,10,4,3,4,3,4,3,4,4,4,3,3,3,4,service good
07/07/2025 19.50,Always Healthy Hospital Padang,Male,33,9,4,4,4,4,4,4,4,5,4,4,4,4,4,service good
04/07/2025 06.29,Always Healthy Hospital Depok,Female,48,9,4,5,4,4,4,4,4,4,5,3,4,5,3,service good
26/07/2025 03.30,Always Healthy Hospital Makassar,Male,30,9,4,4,5,5,5,4,5,4,5,4,5,5,5,service good
19/07/2025 19.42,Always Healthy Hospital Balikpapan,Female,53,7,5,5,4,3,4,4,5,4,5,3,4,5,4,service good
21/07/2025 12.40,Always Healthy Hospital Palembang,Male,55,9,3,3,4,4,2,4,3,3,4,4,3,3,4,improve Doctor Consultation
25/07/2025 17.37,Always Healthy Hospital Malang,Female,64,7,3,3,3,3,4,4,3,3,3,3,4,3,4,service good
25/07/2025 05.06,Always Healthy Hospital Semarang,Male,65,8,4,4,3,4,3,4,4,4,3,4,3,4,4,service good
17/07/2025 06.57,Always Healthy Hospital Surabaya,Female,65,9,4,4,4,3,4,3,4,4,4,4,4,4,4,service good
30/07/2025 02.20,Always Healthy Hospital Palembang,Male,59,3,3,4,4,4,4,3,4,4,4,4,4,3,4,service good
21/07/2025 08.31,Always Healthy Hospital Makassar,Female,22,8,4,4,4,5,4,4,5,4,5,3,4,4,4,service good
06/07/2025 12.29,Always Healthy Hospital Palembang,Male,57,7,4,3,3,4,3,4,3,3,3,4,3,4,4,service good
05/07/2025 13.01,Always Healthy Hospital Yogyakarta,Female,30,10,3,3,3,3,2,3,3,3,3,3,3,3,3,improve Doctor Consultation
04/07/2025 18.13,Always Healthy Hospital Bekasi,Male,34,9,3,4,4,4,5,4,5,4,4,4,3,3,4,service good
24/07/2025 01.38,Always Healthy Hospital Medan,Female,42,9,4,3,4,3,3,4,4,4,3,3,5,4,3,service good
27/07/2025 06.11,Always Healthy Hospital Manado,Male,54,7,4,5,4,4,4,4,3,4,4,4,4,4,3,service good
14/07/2025 21.01,Always Healthy Hospital Bandung,Female,34,7,5,4,5,5,5,4,4,5,5,4,5,5,4,service good
03/07/2025 23.34,Always Healthy Hospital Palembang,Male,61,10,3,4,4,3,4,3,3,3,4,3,4,3,3,service good
19/07/2025 16.30,Always Healthy Hospital Palembang,Female,36,10,3,4,3,4,4,4,4,3,4,3,4,5,4,service good
17/07/2025 00.40,Always Healthy Hospital Depok,Male,42,9,4,5,4,4,4,4,4,4,3,3,3,4,3,service good
14/07/2025 07.44,Always Healthy Hospital Yogyakarta,Female,54,0,3,3,3,2,3,3,4,3,3,3,3,3,2,"improve Registration, Waiting Time"
23/07/2025 05.42,Always Healthy Hospital Depok,Male,62,10,4,4,3,4,4,4,4,3,4,3,4,4,3,service good
03/07/2025 01.00,Always Healthy Hospital Banjarmasin,Female,43,9,5,5,5,5,5,5,5,5,4,4,4,4,4,service good
26/07/2025 01.33,Always Healthy Hospital Batam,Male,61,10,4,4,4,5,5,4,4,5,5,4,3,4,4,service good
24/07/2025 15.27,Always Healthy Hospital Banjarmasin,Female,45,9,4,4,4,4,5,4,3,4,4,3,5,4,4,service good
30/07/2025 12.36,Always Healthy Hospital Malang,Male,56,9,4,4,5,4,5,5,4,5,4,3,4,4,4,service good
05/07/2025 23.39,Always Healthy Hospital Bandung,Female,30,6,4,4,4,4,4,3,4,5,3,4,4,3,4,service good
24/07/2025 11.35,Always Healthy Hospital Padang,Male,59,7,4,3,4,4,3,3,4,3,4,3,3,4,3,service good
26/07/2025 01.08,Always Healthy Hospital Medan,Female,48,10,5,5,5,5,4,5,4,5,5,3,5,4,4,service good
21/07/2025 12.07,Always Healthy Hospital Padang,Male,48,4,4,2,3,5,4,4,3,4,3,3,4,3,4,service good
19/07/2025 17.00,Always Healthy Hospital Medan,Female,26,8,4,3,4,4,3,3,4,4,4,3,4,4,3,service good
10/07/2025 16.05,Always Healthy Hospital Malang,Male,43,7,4,3,4,4,4,4,4,4,3,4,3,4,3,service good
16/07/2025 13.48,Always Healthy Hospital Semarang,Female,47,9,4,4,4,4,5,3,3,5,4,4,4,4,4,service good
11/07/2025 01.36,Always Healthy Hospital Jakarta,Male,42,4,4,4,4,4,4,5,5,5,4,5,4,4,5,service good
29/07/2025 13.08,Always Healthy Hospital Manado,Female,33,9,3,3,4,4,4,4,3,4,3,3,3,4,4,service good
27/07/2025 11.28,Always Healthy Hospital Manado,Male,48,9,4,4,3,3,4,4,4,5,3,4,4,4,3,service good
13/07/2025 00.19,Always Healthy Hospital Manado,Female,36,9,4,4,4,4,4,5,5,3,5,4,4,4,3,service good
14/07/2025 16.53,Always Healthy Hospital Bekasi,Male,62,7,4,4,4,4,3,4,5,4,5,4,4,4,3,service good
05/07/2025 13.49,Always Healthy Hospital Semarang,Female,45,9,4,4,4,3,4,4,4,4,4,4,3,3,4,service good
04/07/2025 05.31,Always Healthy Hospital Malang,Male,65,9,4,4,3,4,4,3,3,3,3,2,3,3,3,improve Billing Process
21/07/2025 18.22,Always Healthy Hospital Banjarmasin,Female,55,3,3,3,3,3,4,3,3,3,4,3,3,4,3,service good
01/07/2025 05.00,Always Healthy Hospital Tangerang,Male,52,1,3,4,4,3,3,4,3,4,4,3,3,4,4,service good
10/07/2025 22.16,Always Healthy Hospital Yogyakarta,Female,21,10,4,4,4,4,5,4,5,4,5,4,5,5,4,service good
21/07/2025 20.59,Always Healthy Hospital Semarang,Male,50,10,4,4,4,4,3,4,4,4,4,3,3,4,3,service good
13/07/2025 09.09,Always Healthy Hospital Bekasi,Female,56,1,4,5,5,4,4,5,3,4,4,4,4,4,4,service good
08/07/2025 23.46,Always Healthy Hospital Banjarmasin,Male,25,7,4,4,4,4,4,4,4,5,4,3,3,4,4,service good
15/07/2025 13.19,Always Healthy Hospital Banjarmasin,Female,29,2,3,4,4,3,3,4,4,4,4,3,4,3,4,service good
27/07/2025 10.14,Always Healthy Hospital Pekanbaru,Male,27,0,3,4,4,4,4,4,4,3,4,3,4,4,3,service good
26/07/2025 23.31,Always Healthy Hospital Malang,Female,33,0,4,4,5,4,4,3,4,4,4,4,3,4,4,service good
23/07/2025 04.04,Always Healthy Hospital Bekasi,Male,51,9,4,5,4,4,3,4,5,4,3,4,4,5,3,service good
09/07/2025 02.28,Always Healthy Hospital Denpasar,Female,56,6,4,3,3,4,4,4,3,4,5,4,4,4,4,service good
06/07/2025 20.49,Always Healthy Hospital Bogor,Male,51,9,5,4,4,4,3,4,3,5,4,4,4,4,3,service good
24/07/2025 08.05,Always Healthy Hospital Depok,Female,39,9,3,4,3,3,3,4,3,3,4,3,3,3,3,service good
01/07/2025 10.02,Always Healthy Hospital Depok,Male,45,9,3,3,3,3,3,4,4,3,3,4,3,3,3,service good
07/07/2025 20.55,Always Healthy Hospital Malang,Female,26,9,4,4,4,4,3,4,3,4,4,3,4,4,3,service good
24/07/2025 17.33,Always Healthy Hospital Palembang,Male,30,10,4,4,3,3,4,3,4,3,4,4,4,4,4,service good
24/07/2025 11.14,Always Healthy Hospital Yogyakarta,Female,64,2,4,4,4,5,4,3,5,5,4,4,4,3,3,service good
06/07/2025 20.10,Always Healthy Hospital Malang,Male,51,10,4,4,4,4,3,3,4,5,4,4,4,5,4,service good
19/07/2025 06.18,Always Healthy Hospital Bekasi,Female,58,0,3,4,2,4,3,3,3,3,2,3,3,2,4,"improve Emergency Response, Staff Friendliness"
20/07/2025 13.06,Always Healthy Hospital Manado,Male,60,10,4,3,4,4,4,4,4,4,4,4,4,3,4,service good
26/07/2025 10.31,Always Healthy Hospital Malang,Female,47,10,3,4,3,4,3,3,4,3,3,3,3,3,3,service good
01/07/2025 18.43,Always Healthy Hospital Denpasar,Male,33,10,4,4,3,4,3,4,4,4,5,3,3,3,4,service good
08/07/2025 20.08,Always Healthy Hospital Jakarta,Female,60,1,3,4,3,3,4,3,3,4,5,3,4,3,3,service good
18/07/2025 16.42,Always Healthy Hospital Balikpapan,Male,29,3,3,3,4,5,4,4,5,3,5,4,4,3,4,service good
07/07/2025 04.10,Always Healthy Hospital Yogyakarta,Female,50,7,4,4,4,4,4,4,4,4,3,3,4,4,4,service good
12/07/2025 20.08,Always Healthy Hospital Surabaya,Male,58,10,4,4,4,4,4,4,4,4,4,4,4,3,3,service good
14/07/2025 19.28,Always Healthy Hospital Batam,Female,21,10,4,4,4,4,4,4,4,5,4,4,4,4,4,service good
06/07/2025 12.50,Always Healthy Hospital Bogor,Male,63,9,5,4,4,4,4,4,5,5,5,3,4,4,4,service good
05/07/2025 00.15,Always Healthy Hospital Banjarmasin,Female,52,7,4,4,3,5,3,3,4,3,4,4,4,4,4,service good
03/07/2025 03.05,Always Healthy Hospital Banjarmasin,Male,23,7,4,4,3,3,3,2,4,3,3,2,3,4,3,"improve Nurse Service, Billing Process"
21/07/2025 08.14,Always Healthy Hospital Surabaya,Female,46,1,3,4,3,3,3,4,4,3,4,3,4,3,4,service good
20/07/2025 11.34,Always Healthy Hospital Jakarta,Male,22,9,4,5,5,4,4,4,4,4,5,5,4,4,4,service good
13/07/2025 16.50,Always Healthy Hospital Manado,Female,56,7,4,4,4,3,4,4,4,3,4,4,3,4,3,service good
11/07/2025 17.05,Always Healthy Hospital Malang,Male,42,7,3,4,3,4,3,3,4,4,3,3,3,3,2,improve Waiting Time
18/07/2025 09.16,Always Healthy Hospital Banjarmasin,Female,39,9,4,3,4,4,4,4,4,4,4,3,4,3,4,service good
14/07/2025 18.31,Always Healthy Hospital Bogor,Male,26,9,5,4,3,5,4,4,4,4,3,4,3,4,4,service good
13/07/2025 05.46,Always Healthy Hospital Bekasi,Female,46,7,3,3,3,3,4,4,3,3,3,3,3,3,2,improve Waiting Time
25/07/2025 12.47,Always Healthy Hospital Padang,Male,36,5,4,4,4,3,4,4,4,4,3,4,4,5,4,service good
12/07/2025 15.41,Always Healthy Hospital Pekanbaru,Female,61,10,5,4,5,5,4,5,4,4,4,4,4,5,3,service good
25/07/2025 00.32,Always Healthy Hospital Makassar,Male,22,0,4,4,4,5,4,5,5,4,4,4,4,5,3,service good
08/07/2025 02.23,Always Healthy Hospital Makassar,Female,63,10,4,4,4,4,4,5,4,4,4,4,4,4,4,service good
13/07/2025 19.25,Always Healthy Hospital Depok,Male,30,10,4,4,4,4,5,4,3,5,4,4,5,4,4,service good
07/07/2025 05.45,Always Healthy Hospital Bekasi,Female,31,3,4,4,4,4,4,3,4,4,4,3,4,4,4,service good
07/07/2025 20.34,Always Healthy Hospital Balikpapan,Male,21,9,4,4,4,3,5,5,5,5,5,4,5,4,4,service good
05/07/2025 04.37,Always Healthy Hospital Jakarta,Female,55,7,3,3,3,4,4,4,3,4,3,3,3,3,3,service good
16/07/2025 12.23,Always Healthy Hospital Balikpapan,Male,63,7,4,4,5,5,5,5,5,4,5,3,4,4,4,service good
14/07/2025 13.59,Always Healthy Hospital Surabaya,Female,58,10,3,4,4,3,4,4,4,4,4,4,4,4,4,service good
20/07/2025 10.47,Always Healthy Hospital Yogyakarta,Male,30,9,4,5,4,4,4,4,4,5,5,4,5,5,4,service good
12/07/2025 09.10,Always Healthy Hospital Yogyakarta,Female,24,7,5,4,5,4,4,4,5,4,4,4,3,3,4,service good
19/07/2025 12.21,Always Healthy Hospital Banjarmasin,Male,47,7,5,4,4,4,4,4,3,3,3,5,5,5,3,service good
03/07/2025 19.49,Always Healthy Hospital Batam,Female,33,0,4,4,4,5,3,4,4,4,3,4,3,5,3,service good
04/07/2025 04.51,Always Healthy Hospital Bandung,Male,23,7,4,4,5,5,5,5,5,5,5,4,4,4,4,service good
16/07/2025 00.51,Always Healthy Hospital Tangerang,Female,49,7,4,4,3,4,4,4,5,4,4,3,4,5,4,service good
17/07/2025 07.22,Always Healthy Hospital Tangerang,Male,23,9,3,3,3,4,3,3,3,4,3,3,4,4,3,service good
31/07/2025 08.10,Always Healthy Hospital Palembang,Female,25,9,5,4,5,4,5,5,5,4,5,4,4,4,4,service good
13/07/2025 17.50,Always Healthy Hospital Bandung,Male,60,7,4,4,3,4,3,3,3,3,4,3,4,3,3,service good
05/07/2025 07.08,Always Healthy Hospital Denpasar,Female,61,10,4,4,4,4,4,3,3,4,4,5,4,5,3,service good
25/07/2025 20.20,Always Healthy Hospital Denpasar,Male,47,9,4,3,4,4,3,4,4,4,4,3,4,3,3,service good
31/07/2025 20.02,Always Healthy Hospital Surabaya,Female,29,5,4,4,4,4,3,4,3,4,4,4,4,4,4,service good
23/07/2025 06.36,Always Healthy Hospital Pekanbaru,Male,54,10,3,3,4,3,4,3,3,3,3,3,3,3,3,service good
17/07/2025 20.50,Always Healthy Hospital Palembang,Female,50,6,4,4,4,4,4,4,4,4,5,4,5,3,4,service good
05/07/2025 06.51,Always Healthy Hospital Denpasar,Male,25,6,4,4,3,4,3,3,4,5,5,3,3,4,3,service good
12/07/2025 20.52,Always Healthy Hospital Bandung,Female,43,7,4,3,5,4,5,4,5,4,4,4,4,4,4,service good
30/07/2025 08.28,Always Healthy Hospital Jakarta,Male,60,9,4,4,4,3,4,2,3,3,3,3,3,4,3,improve Nurse Service
05/07/2025 14.17,Always Healthy Hospital Malang,Female,60,9,4,5,4,4,5,3,4,5,4,4,5,3,4,service good
15/07/2025 23.20,Always Healthy Hospital Tangerang,Male,58,5,4,4,4,4,4,3,3,4,3,3,3,4,3,service good
24/07/2025 00.40,Always Healthy Hospital Makassar,Female,63,9,5,4,5,5,5,4,5,4,5,5,5,5,5,service good
06/07/2025 00.59,Always Healthy Hospital Pekanbaru,Male,43,6,3,3,3,4,3,2,2,2,3,3,4,4,3,"improve Nurse Service, Pharmacy Service, Laboratory"
25/07/2025 17.07,Always Healthy Hospital Padang,Female,52,9,4,3,4,4,4,4,5,4,4,4,3,3,3,service good
26/07/2025 18.23,Always Healthy Hospital Bogor,Male,51,9,4,4,3,4,4,4,3,3,4,4,4,3,2,improve Waiting Time
21/07/2025 23.49,Always Healthy Hospital Tangerang,Female,34,9,4,4,4,4,5,4,4,4,4,4,4,5,4,service good
18/07/2025 08.33,Always Healthy Hospital Tangerang,Male,54,5,4,4,4,4,3,3,4,4,4,4,4,4,4,service good
08/07/2025 20.07,Always Healthy Hospital Jakarta,Female,26,3,3,4,3,3,3,4,3,4,4,3,4,4,3,service good
09/07/2025 22.27,Always Healthy Hospital Malang,Male,46,9,4,4,4,4,3,3,4,3,3,3,3,3,4,service good
28/07/2025 15.57,Always Healthy Hospital Pekanbaru,Female,48,9,4,4,4,5,4,3,4,4,4,4,5,3,3,service good
20/07/2025 04.24,Always Healthy Hospital Yogyakarta,Male,49,7,4,5,5,4,5,4,3,4,4,4,4,4,4,service good
23/07/2025 12.21,Always Healthy Hospital Banjarmasin,Female,31,9,4,4,4,4,5,3,3,3,3,4,5,3,4,service good
28/07/2025 10.58,Always Healthy Hospital Balikpapan,Male,58,8,4,4,4,4,4,4,5,4,4,4,5,4,4,service good
31/07/2025 05.14,Always Healthy Hospital Tangerang,Female,27,10,4,4,4,3,4,4,4,4,4,4,4,3,3,service good
16/07/2025 15.59,Always Healthy Hospital Bogor,Male,51,10,4,4,4,4,4,4,5,4,4,4,4,4,4,service good
27/07/2025 15.41,Always Healthy Hospital Batam,Female,52,9,4,4,4,5,4,4,4,5,5,4,4,3,3,service good
16/07/2025 09.26,Always Healthy Hospital Yogyakarta,Male,56,9,4,4,4,4,4,4,4,5,4,4,4,5,3,service good
07/07/2025 01.24,Always Healthy Hospital Jakarta,Female,25,2,4,4,3,4,4,5,4,3,4,3,4,3,4,service good
19/07/2025 19.30,Always Healthy Hospital Malang,Male,27,6,4,4,4,4,5,4,4,4,4,4,4,4,3,service good
28/07/2025 18.01,Always Healthy Hospital Banjarmasin,Female,51,7,4,4,4,3,4,4,4,4,4,4,5,4,3,service good
20/07/2025 05.56,Always Healthy Hospital Surabaya,Male,29,8,4,4,5,5,3,4,5,5,4,5,5,4,3,service good
04/07/2025 21.31,Always Healthy Hospital Manado,Female,26,8,4,4,4,5,4,4,4,3,4,3,3,3,4,service good
03/07/2025 17.20,Always Healthy Hospital Medan,Male,40,7,4,3,4,4,3,4,3,4,4,4,4,3,4,service good
13/07/2025 17.07,Always Healthy Hospital Manado,Female,23,9,4,5,4,4,5,4,3,4,3,4,5,4,4,service good
26/07/2025 09.10,Always Healthy Hospital Palembang,Male,59,1,3,4,4,3,4,4,5,4,3,3,3,5,4,service good
17/07/2025 23.17,Always Healthy Hospital Malang,Female,56,8,5,4,4,4,5,4,4,5,5,4,3,5,4,service good
07/07/2025 20.37,Always Healthy Hospital Malang,Male,24,7,4,4,5,4,4,3,5,4,4,3,3,4,4,service good
08/07/2025 06.40,Always Healthy Hospital Bekasi,Female,33,9,4,4,3,4,4,3,4,3,4,4,4,4,4,service good
31/07/2025 08.50,Always Healthy Hospital Banjarmasin,Male,61,10,5,5,4,5,4,4,4,5,5,4,5,5,4,service good
20/07/2025 11.46,Always Healthy Hospital Bandung,Female,52,9,4,3,4,3,4,4,4,3,4,3,3,4,3,service good
08/07/2025 20.48,Always Healthy Hospital Batam,Male,43,9,4,5,4,4,5,3,4,4,3,4,3,3,4,service good
06/07/2025 18.43,Always Healthy Hospital Denpasar,Female,33,9,4,4,4,3,4,4,4,4,3,3,4,3,3,service good
01/07/2025 15.53,Always Healthy Hospital Tangerang,Male,22,9,5,4,4,5,4,3,5,4,3,3,3,4,4,service good
13/07/2025 16.52,Always Healthy Hospital Bogor,Female,61,9,4,2,3,2,3,4,3,3,4,3,3,3,3,improve Registration
07/07/2025 17.49,Always Healthy Hospital Semarang,Male,45,8,4,4,4,4,5,3,3,4,4,3,4,4,3,service good
18/07/2025 15.29,Always Healthy Hospital Palembang,Female,65,3,4,5,4,4,4,4,4,4,5,3,4,4,4,service good
31/07/2025 19.53,Always Healthy Hospital Denpasar,Male,51,5,4,4,4,4,4,4,5,4,5,4,5,5,4,service good
25/07/2025 00.30,Always Healthy Hospital Balikpapan,Female,22,8,4,3,4,4,3,4,4,3,4,4,4,4,4,service good
19/07/2025 23.34,Always Healthy Hospital Surabaya,Male,62,8,4,3,4,3,3,4,3,3,4,3,3,3,4,service good
25/07/2025 01.55,Always Healthy Hospital Batam,Female,44,5,4,4,4,3,5,4,4,3,4,3,4,3,3,service good
11/07/2025 02.39,Always Healthy Hospital Palembang,Male,24,8,4,3,4,4,4,4,5,4,4,3,4,4,4,service good
11/07/2025 15.00,Always Healthy Hospital Manado,Female,62,10,4,4,4,4,4,5,5,4,3,3,4,4,4,service good
19/07/2025 11.41,Always Healthy Hospital Palembang,Male,42,2,3,4,4,4,4,4,4,4,5,4,4,4,4,service good
21/07/2025 07.58,Always Healthy Hospital Pekanbaru,Female,56,5,4,5,5,4,4,4,4,3,4,4,4,4,4,service good
25/07/2025 14.19,Always Healthy Hospital Manado,Male,53,10,4,4,4,3,3,5,4,3,3,4,4,4,4,service good
